"Component","Version","Latest version","CVE","Matching type","CVSS","CVE publication date","Object compilation date","Object","Object full path","Object SHA1","CVSS3","CVSS vector (v2)","CVSS vector (v3)","Distribution package","Distribution package name","CVSS (Distribution)","CVSS3 (Distribution)","Triage vectors","Unresolving triage vectors","Note type","Note reason","Vulnerability URL","Missing exploit mitigations","BDSA","Version override type","Exploit availability date","Fix date","Worker version","Frontend version","CVE database version","BDSA database version","Component database version","Vulnerabilities updated","Native fingerprint version","Code similarity fingerprint version","Java fingerprint version","Maven fingerprint version","Dotnet fingerprint version","Cocoapods fingerprint version","Golang fingerprint version","Python fingerprint version","Distro-packages fingerprint version"
"spring-security-core","6.4.3","6.5.2","CVE-2024-38810","Historical match","0.0","2024-08-20T14:43:18Z","2025-02-18T17:11:16Z","security","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/spring-security-core-6.4.3.jar:org/springframework/security","3023090cb32ecfe266726edc498ae8cb112f4e7f","5.7","","AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2024-38810","","BDSA-2024-5564","","","2024-08-19","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"spring-security-core","6.4.3","6.5.2","CVE-2023-45669","Historical match","0.0","2023-10-16T19:15:11Z","2025-02-18T17:11:16Z","security","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/spring-security-core-6.4.3.jar:org/springframework/security","3023090cb32ecfe266726edc498ae8cb112f4e7f","5.3","","AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2023-45669","","","","","","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"spring-security-core","6.4.3","6.5.2","","Historical match","0.0","2025-01-10T12:09:26Z","2025-02-18T17:11:16Z","security","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/spring-security-core-6.4.3.jar:org/springframework/security","3023090cb32ecfe266726edc498ae8cb112f4e7f","5.2","","AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C","","","","","","","","","","","BDSA-2020-4900","","","2020-12-17","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"spring-security-core","6.4.3","6.5.2","CVE-2025-22234","Historical match","0.0","2025-04-23T17:29:13Z","2025-02-18T17:11:16Z","security","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/spring-security-core-6.4.3.jar:org/springframework/security","3023090cb32ecfe266726edc498ae8cb112f4e7f","4.6","","AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N/E:U/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2025-22234","","BDSA-2025-3483","","","2025-04-17","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"spring-security-core","6.4.3","6.5.2","CVE-2025-22223","Exact match","0.0","2025-03-20T15:46:21Z","2025-02-18T17:11:16Z","security","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/spring-security-core-6.4.3.jar:org/springframework/security","3023090cb32ecfe266726edc498ae8cb112f4e7f","4.6","","AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N/E:U/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2025-22223","","BDSA-2025-2270","","","2025-03-17","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"spring-security-core","6.4.3","6.5.2","CVE-2024-38827","Historical match","0.0","2024-11-20T15:41:19Z","2025-02-18T17:11:16Z","security","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/spring-security-core-6.4.3.jar:org/springframework/security","3023090cb32ecfe266726edc498ae8cb112f4e7f","4.2","","AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:N/E:U/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2024-38827","","BDSA-2024-8942","","","2024-11-15","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"spring-security-web","6.4.3","6.5.2","CVE-2018-1258","Historical match","6.5","2018-05-11T20:29:00Z","2025-02-18T17:11:18Z","web","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/spring-security-web-6.4.3.jar:org/springframework/security/web","7e0887e8fccda083d8bb4abb58997909480ea4a0","8.8","AV:N/AC:L/Au:S:/C:P/I:P/A:P","AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2018-1258","","","","","","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"spring-security-web","6.4.3","6.5.2","CVE-2014-0097","Historical match","5.9","2019-04-02T13:17:23Z","2025-02-18T17:11:18Z","web","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/spring-security-web-6.4.3.jar:org/springframework/security/web","7e0887e8fccda083d8bb4abb58997909480ea4a0","7.0","","AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L/E:H/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2014-0097","","BDSA-2014-0118","","2014-02-28","2014-03-04","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"spring-security-web","6.4.3","6.5.2","CVE-2023-34035","Historical match","5.5","2023-07-18T10:43:39Z","2025-02-18T17:11:18Z","web","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/spring-security-web-6.4.3.jar:org/springframework/security/web","7e0887e8fccda083d8bb4abb58997909480ea4a0","8.5","","AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2023-34035","","BDSA-2023-1821","","","2023-07-17","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"spring-security-web","6.4.3","6.5.2","CVE-2017-4995","Historical match","5.5","2018-03-07T10:27:53Z","2025-02-18T17:11:18Z","web","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/spring-security-web-6.4.3.jar:org/springframework/security/web","7e0887e8fccda083d8bb4abb58997909480ea4a0","8.5","","AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2017-4995","","BDSA-2017-2935","","","2017-06-15","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"spring-security-web","6.4.3","6.5.2","CVE-2014-3527","Historical match","5.5","2019-03-19T17:00:23Z","2025-02-18T17:11:18Z","web","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/spring-security-web-6.4.3.jar:org/springframework/security/web","7e0887e8fccda083d8bb4abb58997909480ea4a0","8.5","","AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2014-3527","","BDSA-2014-0120","","","2014-07-24","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"spring-security-web","6.4.3","6.5.2","CVE-2019-11272","Historical match","5.5","2019-06-21T14:27:49Z","2025-02-18T17:11:18Z","web","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/spring-security-web-6.4.3.jar:org/springframework/security/web","7e0887e8fccda083d8bb4abb58997909480ea4a0","6.4","","AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L/E:U/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2019-11272","","BDSA-2019-1853","","","2019-06-12","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"spring-security-web","6.4.3","6.5.2","CVE-2011-2894","Historical match","5.3","2018-11-21T14:00:57Z","2025-02-18T17:11:18Z","web","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/spring-security-web-6.4.3.jar:org/springframework/security/web","7e0887e8fccda083d8bb4abb58997909480ea4a0","8.8","","AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:P/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2011-2894","","BDSA-2011-0022","","2013-12-16","2011-08-29","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"spring-security-web","6.4.3","6.5.2","CVE-2023-34034","Historical match","4.7","2023-07-18T12:10:04Z","2025-02-18T17:11:18Z","web","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/spring-security-web-6.4.3.jar:org/springframework/security/web","7e0887e8fccda083d8bb4abb58997909480ea4a0","7.9","","AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N/E:U/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2023-34034","","BDSA-2023-1825","","","2023-07-17","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"spring-security-web","6.4.3","6.5.2","CVE-2023-20862","Historical match","4.7","2023-04-18T07:47:47Z","2025-02-18T17:11:18Z","web","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/spring-security-web-6.4.3.jar:org/springframework/security/web","7e0887e8fccda083d8bb4abb58997909480ea4a0","7.9","","AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N/E:U/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2023-20862","","BDSA-2023-0873","","","2023-04-17","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"spring-security-web","6.4.3","6.5.2","CVE-2022-22978","Historical match","4.7","2022-05-18T14:17:48Z","2025-02-18T17:11:18Z","web","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/spring-security-web-6.4.3.jar:org/springframework/security/web","7e0887e8fccda083d8bb4abb58997909480ea4a0","7.1","","AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:L/A:N/E:U/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2022-22978","","BDSA-2022-1369","","","2022-05-16","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"spring-security-web","6.4.3","6.5.2","CVE-2016-9879","Historical match","4.3","2019-03-20T10:30:59Z","2025-02-18T17:11:18Z","web","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/spring-security-web-6.4.3.jar:org/springframework/security/web","7e0887e8fccda083d8bb4abb58997909480ea4a0","7.1","","AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:H/A:N/E:U/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2016-9879","","BDSA-2016-1603","","","2016-12-07","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"spring-security-web","6.4.3","6.5.2","CVE-2010-3700","Historical match","4.3","2019-03-19T15:39:53Z","2025-02-18T17:11:18Z","web","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/spring-security-web-6.4.3.jar:org/springframework/security/web","7e0887e8fccda083d8bb4abb58997909480ea4a0","7.1","","AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:H/A:N/E:U/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2010-3700","","BDSA-2010-0007","","","2010-10-03","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"spring-security-web","6.4.3","6.5.2","CVE-2022-31692","Historical match","3.8","2022-11-02T11:59:56Z","2025-02-18T17:11:18Z","web","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/spring-security-web-6.4.3.jar:org/springframework/security/web","7e0887e8fccda083d8bb4abb58997909480ea4a0","7.1","","AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2022-31692","","BDSA-2022-3106","","","2022-10-31","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"spring-security-web","6.4.3","6.5.2","CVE-2022-31690","Historical match","3.8","2022-11-02T13:09:55Z","2025-02-18T17:11:18Z","web","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/spring-security-web-6.4.3.jar:org/springframework/security/web","7e0887e8fccda083d8bb4abb58997909480ea4a0","7.1","","AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2022-31690","","BDSA-2022-3109","","","2022-10-28","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"spring-security-web","6.4.3","6.5.2","CVE-2011-2731","Historical match","3.8","2017-04-03T10:07:33Z","2025-02-18T17:11:18Z","web","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/spring-security-web-6.4.3.jar:org/springframework/security/web","7e0887e8fccda083d8bb4abb58997909480ea4a0","4.4","","AV:N/AC:H/PR:N/UI:R/S:U/C:L/I:L/A:L/E:U/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2011-2731","","BDSA-2011-0001","","","2011-08-19","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"spring-security-web","6.4.3","6.5.2","CVE-2020-5408","Historical match","3.7","2020-05-13T14:57:58Z","2025-02-18T17:11:18Z","web","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/spring-security-web-6.4.3.jar:org/springframework/security/web","7e0887e8fccda083d8bb4abb58997909480ea4a0","6.5","","AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2020-5408","","BDSA-2020-1094","","","2020-04-30","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"spring-security-web","6.4.3","6.5.2","CVE-2018-1199","Historical match","3.7","2018-03-05T16:27:59Z","2025-02-18T17:11:18Z","web","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/spring-security-web-6.4.3.jar:org/springframework/security/web","7e0887e8fccda083d8bb4abb58997909480ea4a0","6.5","","AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2018-1199","","BDSA-2018-0546","","","2018-02-28","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"spring-security-web","6.4.3","6.5.2","CVE-2021-22119","Historical match","3.7","2021-08-03T15:39:38Z","2025-02-18T17:11:18Z","web","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/spring-security-web-6.4.3.jar:org/springframework/security/web","7e0887e8fccda083d8bb4abb58997909480ea4a0","4.6","","AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L/E:U/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2021-22119","","BDSA-2021-2310","","","2021-06-21","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"spring-security-web","6.4.3","6.5.2","CVE-2021-22112","Historical match","3.4","2021-02-22T14:31:23Z","2025-02-18T17:11:18Z","web","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/spring-security-web-6.4.3.jar:org/springframework/security/web","7e0887e8fccda083d8bb4abb58997909480ea4a0","6.5","","AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2021-22112","","BDSA-2021-0417","","","2021-02-12","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"spring-security-web","6.4.3","6.5.2","CVE-2016-5007","Historical match","3.4","2018-11-27T14:33:53Z","2025-02-18T17:11:18Z","web","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/spring-security-web-6.4.3.jar:org/springframework/security/web","7e0887e8fccda083d8bb4abb58997909480ea4a0","4.8","","AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N/E:P/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2016-5007","","BDSA-2016-1577","","2016-07-13","2016-07-01","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"spring-security-web","6.4.3","6.5.2","CVE-2011-2732","Historical match","3.4","2019-04-01T15:26:56Z","2025-02-18T17:11:18Z","web","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/spring-security-web-6.4.3.jar:org/springframework/security/web","7e0887e8fccda083d8bb4abb58997909480ea4a0","4.8","","AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N/E:P/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2011-2732","","BDSA-2011-0024","","2011-07-25","2011-07-27","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"spring-security-web","6.4.3","6.5.2","CVE-2012-5055","Historical match","3.2","2019-03-29T09:58:37Z","2025-02-18T17:11:18Z","web","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/spring-security-web-6.4.3.jar:org/springframework/security/web","7e0887e8fccda083d8bb4abb58997909480ea4a0","4.6","","AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N/E:U/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2012-5055","","BDSA-2012-0027","","","2012-09-21","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"spring-security-web","6.4.3","6.5.2","CVE-2020-5407","Historical match","3.0","2020-05-13T14:55:40Z","2025-02-18T17:11:18Z","web","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/spring-security-web-6.4.3.jar:org/springframework/security/web","7e0887e8fccda083d8bb4abb58997909480ea4a0","5.7","","AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N/E:U/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2020-5407","","BDSA-2020-1092","","","2020-03-31","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"spring-security-web","6.4.3","6.5.2","CVE-2019-3795","Historical match","3.0","2019-04-08T13:44:52Z","2025-02-18T17:11:18Z","web","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/spring-security-web-6.4.3.jar:org/springframework/security/web","7e0887e8fccda083d8bb4abb58997909480ea4a0","4.2","","AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:N/E:U/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2019-3795","","BDSA-2019-0955","","","2019-03-11","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"spring-security-web","6.4.3","6.5.2","CVE-2018-15801","Historical match","1.6","2018-12-21T10:38:30Z","2025-02-18T17:11:18Z","web","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/spring-security-web-6.4.3.jar:org/springframework/security/web","7e0887e8fccda083d8bb4abb58997909480ea4a0","2.7","","AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:L/A:N/E:U/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2018-15801","","BDSA-2018-4433","","","2018-11-28","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
"spring-security-web","6.4.3","6.5.2","CVE-2022-22976","Historical match","0.7","2022-05-18T14:13:25Z","2025-02-18T17:11:18Z","web","webgoat-2025.3.jar:_webgoat-2025.3.jar:BOOT-INF/lib/spring-security-web-6.4.3.jar:org/springframework/security/web","7e0887e8fccda083d8bb4abb58997909480ea4a0","4.6","","AV:L/AC:H/PR:H/UI:N/S:C/C:H/I:N/A:N/E:U/RL:O/RC:C","","","","","","","","","http://nvd.nist.gov/vuln/detail/CVE-2022-22976","","BDSA-2022-1370","","","2022-05-16","2025.6.3","2025.6.3","2025-08-21T23:15:30","2025-08-21T17:45:04","2025-08-22T00:23:26","2025-08-22T04:29:45","2025-06-13T12:30:12.704353+00:00","","2025-05-20T10:16:07.123631+00:00","2025-06-11T02:03:42.979555","","2025-08-18T06:00:04.705636","","",""
